Offset Frequency (Hz),Phase Noise (dBc/Hz)
+5.07488676766e+004,-1.55602034902e+002
+5.16628421561e+004,-1.55442467108e+002
+5.25932770886e+004,-1.55090410455e+002
+5.35404689227e+004,-1.55176767331e+002
+5.45047194461e+004,-1.55273737853e+002
+5.54863358815e+004,-1.54976006561e+002
+5.64856309846e+004,-1.55164590123e+002
+5.75029231439e+004,-1.55298398490e+002
+5.85385364818e+004,-1.55416304149e+002
+5.95928009583e+004,-1.55292673148e+002
+6.06660524757e+004,-1.55312566428e+002
+6.17586329859e+004,-1.55048659306e+002
+6.28708905992e+004,-1.51265621146e+002
+6.40031796953e+004,-1.55200037272e+002
+6.51558610364e+004,-1.55320932916e+002
+6.63293018816e+004,-1.55298986901e+002
+6.75238761044e+004,-1.55381484739e+002
+6.87399643118e+004,-1.55559636740e+002
+6.99779539652e+004,-1.55287484748e+002
